101247,12
103430,12
110940,12
113320,12
114640,15
118969,13
125787,12
130523,12
136262,12
136345,12
136846,14
137345,13
138494,13
141335,12
144040,12
145656,13
145680,13
162756,13
167672,13
168350,12
171870,12
172993,12
176050,13
180215,12
183970,12
185404,12
186588,12
187985,13
189601,12
190090,12
192856,15
196657,12
197959,12
203778,13
204948,12
210295,12
210765,12
214001,14
214027,13
215951,12
216279,12
216938,13
218185,12
218286,13
220416,13
220629,12
221751,12
222770,12
223443,13
224012,12
225196,13
226176,12
229701,14
229758,12
231287,12
232189,13
232791,13
236316,13
239554,12
239960,12
240946,12
243336,13
247315,12
251040,12
252848,12
253173,13
257550,13
261279,12
262343,12
264928,13
268221,12
268987,13
269738,15
271626,13
274101,12
276957,12
280066,13
291809,12
298407,12
301941,12
303247,12
305154,12
309070,13
309419,12
315149,12
315752,14
316808,12
320613,12
321541,12
323421,13
324373,13
327961,13
328818,12
330526,12
336398,12
336576,13
336725,12
337032,13
338874,12
339961,12
341870,12
346973,12
347302,13
350013,13
350868,13
357084,14
364403,12
364612,14
364850,13
370683,12
373485,12
376852,11
378901,12
381101,14
385291,12
388210,13
389321,13
389521,13
402809,12
404956,12
404970,13
405869,12
413692,13
416539,12
420719,13
422057,12
424560,13
428973,12
429591,12
430661,13
436524,12
439453,12
443584,12
443805,13
447346,12
449310,13
454870,13
456650,13
456823,13
458894,14
460612,12
462426,12
463809,12
464943,12
465514,13
471664,13
471870,13
472502,13
472857,12
476400,12
476634,12
478890,13
479010,14
481457,12
482642,12
483143,12
486701,12
488284,12
490022,13
490181,12
490324,13
490878,12
494479,14
496765,12
497532,13
500883,12
501340,11
501347,12
505608,12
508146,12
508320,12
510234,13
511104,13
512998,12
513330,13
516442,12
519668,13
519756,13
525057,12
525281,13
525831,12
530721,12
533799,13
535249,12
536109,12
540042,12
540777,13
544847,12
548690,12
549587,12
549967,12
550077,12
550654,12
550690,13
551475,13
551837,12
553295,12
554097,12
560969,12
568175,13
569453,12
570210,12
570888,13
572121,12
580421,12
581471,12
581931,12
583392,13
583629,12
588132,12
589344,13
593785,12
595729,13
598710,12
600014,13
600902,12
604440,14
605018,12
607757,14
608482,12
618672,12
618875,12
621732,12
621892,12
622437,13
623127,14
623831,12
631202,12
633804,14
636396,12
636817,13
636881,12
638999,14
639315,12
641078,13
641247,13
641585,14
649639,13
649998,12
650503,12
656320,14
657703,12
658909,12
659752,12
660372,13
661845,13
663048,13
671814,12
672874,12
675255,12
677040,12
684945,12
690655,12
691501,12
692884,12
693153,12
695831,12
699209,14
700429,14
701672,12
703249,12
703739,13
704921,13
706653,15
709530,14
710239,12
710567,12
711917,12
713824,14
717010,12
717808,12
718312,12
726000,13
726790,12
728124,13
729108,12
749359,12
751081,14
751794,12
751872,12
755016,12
755309,15
760697,13
763400,12
763676,13
767410,13
767411,13
768217,13
768690,13
770655,12
773722,12
776145,14
778775,14
781819,12
783552,12
783727,12
784198,13
786888,13
788407,13
792210,12
793001,13
798424,12
799490,14
802541,12
802785,12
807284,12
807688,13
808534,12
809318,12
810313,12
811160,12
812857,13
812952,12
813472,12
814671,12
817020,13
817034,13
822168,12
822456,14
822794,12
822865,12
823104,12
827129,12
828935,12
830319,12
831855,13
833557,12
836214,13
841306,12
842426,12
843372,12
845807,13
847913,13
848725,12
850654,14
855155,12
856269,12
858677,12
859030,12
859112,13
862074,16
865528,12
866415,12
867237,12
867271,13
867898,13
868281,12
868632,13
870658,12
872121,12
874093,12
876501,13
877431,12
878962,12
879873,13
882951,12
883733,12
886482,13
889945,12
893038,13
895096,12
898932,13
902465,11
908171,13
908962,12
911817,12
915717,12
916008,12
919979,12
920912,15
921377,12
921629,13
924851,12
926946,12
927475,13
927772,13
929204,12
930203,12
931343,14
931663,12
931845,15
934404,13
938659,11
942002,13
942335,13
947923,13
950017,12
950194,14
950726,12
951723,13
954491,12
954656,13
955326,12
958291,13
961753,12
961850,12
962063,12
962219,14
963368,12
963992,12
965421,12
966845,12
967950,12
972481,12
972585,12
974562,12
974644,12
974665,15
974849,13
975596,14
981407,12
988799,12
992063,12
995004,14
996243,13
996312,13
